creditscore,annualgrossrevenue,grossrevattimeofinv,naicscode,entitystructure,investeetype,bankedatintake,jobstimeofinvestment,business_age_years,original_note_amount,current_interest_rate,starting_interest_rate,loan_type,portfolio_code_id,loan_group_no,entity,risk_rating_no,loan_age_months,times_renewed,times_extended,current_principal_balance,current_payoff_balance,contractualjurisdiction,is_default
694,598975.93,575113.33,531210,2,3,1,17,11.6,168903.99,9.6314,8.9362,7,5,3,LLC,1,25.3,2,0,116284.85,99582.62,GA,0
629,371990.99,377196.24,541511,2,4,0,20,8.6,132981.55,14.0313,15.6469,7,4,2,Corp,4,33.3,4,2,102716.23,93252.37,CA,1
703,820345.27,832232.2,541511,5,4,1,13,12.8,82876.35,10.3566,11.3671,3,4,9,Partnership,7,27.6,0,0,56856.17,56021.58,OH,0
654,1634413.37,1617093.5,484110,1,1,1,7,0.5,120723.37,9.7667,10.6412,3,4,8,Sole Proprietor,3,25,0,0,84160.2,77168.54,WA,0
597,203514.52,225213.01,541511,5,4,0,8,5.8,171853.84,14.9709,15.4855,5,1,6,Sole Proprietor,3,39.8,0,1,127427.76,123227.52,TX,1
500,1394297.76,1226932.38,445110,1,5,1,17,5.8,110393.63,14.1176,13.2545,5,6,8,Corp,2,11.3,1,3,76288.87,72649.36,NC,1
600,933167.16,842226.25,621111,2,1,1,30,7.4,132645.9,4.6728,5.0983,4,5,2,Sole Proprietor,4,41.2,2,1,116701.55,110814,WA,0
652,1485351.47,1792259.29,722511,6,4,1,19,16.7,145140.68,6.7662,6.2961,7,4,8,LLC,3,21.6,0,1,106299.86,104532.74,CA,0
631,904108.29,1099503.73,484110,3,2,0,14,0.5,410997.53,7.2696,7.2067,2,1,1,Corp,7,30,1,2,389950.36,386119.56,NY,1
611,605860.56,639261.12,484110,4,4,1,21,6,150404.99,7.4415,8.345,5,2,6,Corp,7,8,2,1,86912.41,77463.71,OH,1
527,1089554.46,1122414.67,238210,5,2,1,13,16.5,78054.64,9.6804,9.3781,6,4,4,LLC,3,26.1,0,1,69248.02,61293.82,NC,0
527,575578.49,582080.53,531210,5,2,0,11,10.5,78286.06,9.8668,10.5694,3,2,7,Sole Proprietor,5,24,1,2,65304.37,65202.93,NC,1
639,615762.46,742231.99,484110,4,4,1,3,11.8,529540.13,11.3621,10.2528,3,2,6,Sole Proprietor,6,23.9,1,1,486728.56,470593.34,AZ,1
719,773173.82,832440.09,484110,4,4,1,21,11.9,145643.81,11.3056,10.392,6,1,5,Partnership,2,31,1,1,94203.19,87899.92,WA,0
531,287031.68,260633.77,236220,1,4,0,10,0.5,71235.33,13.138,14.7098,4,4,5,Partnership,5,14.4,0,3,55400.47,55556.44,GA,1
705,1105390.07,1013422.9,621111,1,4,1,20,14.5,91896.12,7.3509,7.5469,8,1,5,Corp,6,22.6,0,0,60281.57,58448.74,NC,0
586,1620977.11,1399923.76,531210,1,5,0,2,4,318720.24,13.0714,13.3982,6,1,2,LLC,6,59.2,3,1,153294.71,142411.2,NC,1
663,1236297.21,1386702.84,236220,1,5,0,10,11.2,214246.56,10.8555,12.4316,8,6,7,LLC,6,32,1,2,160334.24,150220.49,IL,1
674,939126.87,1088895.69,722511,6,1,1,15,16.9,101796.58,7.8587,7.7338,1,1,8,Corp,2,17,0,2,87780.4,80247.29,OH,0
561,616200.08,653490.24,445110,6,4,0,6,7.1,112731.56,14.2838,15.6696,4,5,2,Partnership,6,24.1,1,1,78521.57,72704.56,NY,1
701,2979272.82,2651079.38,445110,1,4,1,11,12.4,413593.67,9.2228,8.9477,4,1,8,Sole Proprietor,3,2.4,2,2,285658.62,285277.82,NC,0
642,2059594.64,1947760.5,621111,3,3,0,15,11.3,228357.88,12.7927,13.9549,7,6,2,Partnership,4,3.6,0,1,147373.87,141327.47,CA,0
672,437183.51,452135.71,531210,1,3,1,17,7.9,207172.73,15.3641,16.3867,5,3,1,Corp,5,28,2,3,157432.69,164796.79,NY,1
693,263020.47,234284.93,238210,1,5,0,2,0.5,241136.67,19.5807,21.1583,2,6,4,Sole Proprietor,7,20.1,2,3,217435.51,203993.71,IL,1
659,1046133.65,1246678.74,445110,3,5,0,21,19.6,114656.57,7.9781,7.8175,3,4,6,Sole Proprietor,4,15.9,2,2,82015.88,84156.85,FL,0
723,380106.52,471003.9,445110,4,3,1,15,14,178109.6,8.7639,9.9505,1,1,2,LLC,5,23.6,1,0,155769.54,143647.74,CA,0
712,868863.48,988350.3,722511,1,2,0,15,4.2,130331.09,14.9036,16.0798,7,3,1,Partnership,5,10.6,3,3,67031.09,57497.47,CA,1
550,537545.89,667299.44,484110,2,2,0,1,5.4,127560.66,14.3802,15.379,6,1,5,LLC,6,13.4,0,4,100383.55,101834.23,NY,1
659,1927442.81,2172706.48,484110,1,5,0,12,19.3,125195.95,7.016,6.4548,3,1,5,Corp,2,8.2,1,1,80191.46,73714.48,WA,0
590,1989755.83,1787361.39,236220,1,2,0,21,0.5,192077.8,10.2732,9.9003,8,4,5,Corp,3,1,0,1,176118.98,154912.17,NY,0
540,504147.45,513060.42,238210,3,1,1,2,6.9,89270.72,12.4585,12.1528,1,3,4,Corp,5,35.2,0,2,63273.96,54453.31,NC,1
615,712852.11,835525.04,621111,6,3,0,16,12.5,82412.8,3.5,4.0191,2,5,3,Corp,6,5.5,2,0,58550.18,55110.07,CA,0
633,362280,373095.17,541511,6,4,1,0,9.9,119830.27,8.8544,10.1645,6,3,5,Sole Proprietor,8,35.6,1,0,64542.71,63614.51,GA,1
700,700387.88,838447.65,531210,5,5,1,30,17.1,130570.91,12.2863,11.7157,4,5,1,Partnership,2,25.6,2,0,87724.55,81869.71,NY,0
576,748036.55,927337.61,238210,5,1,1,0,3,99185.06,10.73,9.9163,5,5,1,Sole Proprietor,6,37.3,2,2,66878.35,60326.16,AZ,1
660,609663.72,554641.36,541511,6,2,0,6,6,164163.08,8.1453,7.7371,2,6,8,Sole Proprietor,5,30.9,0,1,81594.96,83874.01,OH,1
548,831664.67,887048.34,445110,4,3,0,0,2.9,150391.86,12.269,12.5567,8,1,9,Sole Proprietor,5,25.1,1,2,105948.18,91811.43,FL,1
625,563173.87,657544.32,621111,5,1,0,0,11.7,99247.65,14.082,15.843,4,2,5,Sole Proprietor,6,34.6,3,1,69306.73,64749.4,OH,1
666,482391.64,417964.89,531210,4,2,1,1,6.8,108070.79,8.7795,10.0634,7,3,1,Corp,6,27.5,0,2,95716.63,92021.48,IL,0
751,2014478.56,2199478.02,484110,3,4,0,30,19,293664.57,11.4593,13.1704,6,6,1,LLC,3,41.7,1,1,262087.05,264227.37,AZ,0
642,628390.26,666585.17,445110,3,4,0,7,12.5,222089.25,9.2358,9.5933,6,2,8,Partnership,4,36.3,0,0,174190.91,182889.18,WA,0
678,1408905.51,1474377.78,541511,3,1,1,20,20.1,168943.74,10.9726,10.6046,6,4,3,Corp,6,26.2,0,0,126151.22,116945.23,FL,0
722,950208.84,916928.3,238210,4,5,1,12,7.5,282555.99,11.6904,12.2401,1,5,4,Partnership,5,41.4,3,3,217509.68,227131.7,FL,0
566,2451438.38,3054427.02,484110,4,1,0,6,5.7,90383.17,14.7156,13.5095,6,5,9,LLC,6,19.9,0,3,79316.26,77051.97,NC,1
694,592608.03,664351.22,238210,1,2,1,9,15,84666.66,11.1588,11.9798,5,5,6,Corp,9,29.1,2,1,44191.66,37686.08,TX,1
617,391825.42,416046.82,238210,5,2,0,7,0.5,125254.65,13.1209,13.9522,5,1,3,Sole Proprietor,8,33.8,1,0,112541.1,100951.56,NY,1
557,318370.25,338444.02,445110,1,3,0,0,12.1,119362.76,9.6394,9.1068,2,5,6,Corp,4,36.6,1,2,109943.93,98962.7,OH,1
664,994391.66,1238175.16,531210,3,5,1,4,19.4,134649.09,8.0842,8.4426,4,4,1,Sole Proprietor,4,28.1,0,0,116414.09,115979.53,TX,0
550,945726.94,1085089.51,445110,4,3,0,1,6.6,81130.95,8.0777,7.7304,4,2,2,LLC,6,25.2,1,0,72443.45,75903.05,CA,0
583,267390.31,233776.12,541511,6,5,1,17,9,123931.77,17.6512,16.4087,8,3,5,LLC,7,32.6,0,3,75946.13,68791.7,OH,1
724,487429.23,577391.09,621111,1,3,1,17,7.2,208655.08,11.6067,12.6996,5,6,6,Sole Proprietor,3,20.6,2,2,182091.32,181818.51,NC,0
570,1538659.35,1915663.69,236220,6,5,1,20,7.4,196984.27,17.674,19.3323,7,2,6,Corp,4,28,4,3,174935.77,174400.57,NY,1
695,677854.51,837054.71,238210,3,2,1,0,12.8,179162.48,6.5379,7.3827,4,1,6,Sole Proprietor,7,8.8,1,2,102117.68,105752.96,WA,1
666,556273.93,625007.79,722511,6,3,1,22,12.2,148419.87,3.979,4.3509,1,4,3,LLC,4,46.5,0,2,69770.37,72914.91,GA,0
600,374893.92,383708.65,621111,2,5,0,11,12.1,183020.59,12.3225,14.0912,8,2,1,Corp,5,40.2,0,2,158766.19,147578.56,WA,1
685,1334945.69,1382128.54,236220,4,4,0,18,10.7,62753.94,7.2737,7.2804,3,3,3,Sole Proprietor,2,11,1,2,35532.93,30447.15,NC,0
676,689875.87,794108.89,484110,6,3,1,17,13.1,154792.83,9.557,9.3867,3,2,5,Sole Proprietor,2,20.7,0,0,92901.8,96034.28,IL,0
687,391407.17,352204.95,238210,1,4,1,16,10.5,122513.28,18.6319,17.5661,3,3,7,Corp,2,7.9,2,1,90556.21,85869.55,CA,1
742,809300.43,779622.97,531210,2,3,1,23,15.6,247270.7,11.9803,11.5141,3,2,7,Partnership,1,32.3,1,0,138711.23,132359.54,GA,0
592,747435.57,640754.53,238210,6,1,1,6,6.9,153184.92,10.7387,11.9146,4,3,5,LLC,7,7.4,1,3,92686.07,92066.23,AZ,1
614,444740.8,516148.27,445110,6,1,0,12,12.2,119343.94,15.1774,17.1998,8,4,9,Sole Proprietor,7,26.7,1,3,62666.96,65396.8,GA,1
576,588660.62,617055.2,445110,5,1,1,17,13.5,153104.72,11.2475,11.1269,6,4,7,Sole Proprietor,6,14.7,1,3,80133.16,74792.91,NY,1
744,1598668.97,1402680.32,445110,4,4,0,12,7.2,366663.1,12.7283,13.8651,2,6,7,Partnership,4,22.9,3,0,178705.91,162674.72,WA,0
659,622806.11,588716.94,238210,1,3,1,17,4.2,283876.53,14.8859,15.8051,1,6,2,Sole Proprietor,3,2.2,1,2,161547.54,165893.48,OH,0
527,578081.46,692358.41,238210,3,4,0,20,7,225078.21,10.905,10.3752,4,3,5,LLC,6,27.2,0,2,140470.89,137363.87,WA,1
658,1130186.45,1053925.98,236220,1,1,1,0,12.7,127448.9,21.7176,23.8547,7,5,9,LLC,6,41.3,0,2,107459.73,94695.56,OH,1
500,657082.74,630269.85,722511,3,2,0,8,6.6,209355.75,14.2648,13.0198,8,6,4,Sole Proprietor,6,34.8,0,1,132508.43,136848.57,WA,1
517,940705.92,1021099.64,445110,4,2,1,11,13.1,424685.81,14.7029,15.841,3,4,8,LLC,8,14.8,1,0,350649.77,361791.6,GA,1
698,1585623.3,1530782.66,722511,5,2,0,21,14.3,165053.63,9.698,9.5997,1,4,7,Partnership,4,24.1,3,0,154828.77,131965.12,IL,1
612,1618767.31,1414382.37,531210,6,2,0,18,6.2,131832.59,5.2429,4.8079,6,4,1,LLC,5,6,0,1,105044.76,103830.09,IL,0
749,2083925.38,2526024.48,531210,5,2,1,16,2.6,373390.6,13.6282,13.718,2,2,3,LLC,7,20.6,0,1,172586.67,151098.74,NC,0
592,925924.65,1017640.5,238210,6,3,0,10,15.8,147867,10.4406,9.5037,8,3,2,Sole Proprietor,6,33.1,1,2,111912.93,117484.5,TX,1
675,1943156.84,1715644.59,621111,6,4,0,11,10.6,125758.32,13.0218,12.546,2,3,6,Corp,5,36.8,1,1,65857.66,64181.96,TX,0
648,801853.68,848135.08,236220,5,3,1,13,3.2,744213.72,11.1164,11.4221,6,5,9,LLC,3,11.7,1,0,367056.71,344380.19,CA,0
567,797551.46,784016.98,484110,5,5,0,22,14.6,125631.59,10.203,10.7133,5,6,7,Corp,4,44.6,1,1,95395.68,85240.56,GA,0
500,1098024.09,1126530.26,445110,4,2,0,8,9.9,186752.2,18.8778,20.2205,4,1,2,Corp,9,1,1,0,163289.78,156642.11,AZ,1
527,852705.71,1037349.49,722511,6,4,0,10,4.4,90719.13,15.6726,16.9027,7,5,2,Partnership,5,44.7,0,1,60516.41,52522.42,CA,1
702,933287.83,968382.05,236220,6,2,1,10,16.6,297050.13,8.9585,10.0312,6,3,8,Corp,3,11.6,0,2,279035.2,292655.27,FL,0
541,211358.56,242285.83,531210,5,2,0,8,4.5,145749.81,17.0031,16.9753,2,4,9,Sole Proprietor,5,23.8,1,1,124430.07,114607.1,CA,1
597,469094.45,492452.03,236220,3,5,1,13,5.9,416657.29,9.7658,9.3321,2,5,3,Corp,4,25.6,0,1,325781.65,335782.37,TX,0
593,1990436.5,2118861.3,531210,5,5,0,15,13.7,127021.08,11.9005,12.9736,6,3,8,Partnership,6,26,0,1,79502.68,78676.39,WA,0
637,648771.06,590126.75,541511,4,2,1,12,7.9,148265.63,15.4518,14.7914,4,2,6,LLC,6,28.1,3,1,128201.15,132603.07,CA,1
634,606873.59,695964.44,722511,3,1,1,20,11.4,105622.05,3.5,3.886,7,4,9,Sole Proprietor,6,11.8,2,0,86021.3,76420.42,FL,0
649,756477.44,767868.51,531210,6,3,0,13,6.6,69515.9,6.7402,6.0895,2,6,4,Sole Proprietor,5,15.1,1,0,55801.87,47445.81,WA,1
676,1707610.28,1699051.9,531210,1,3,1,8,9.2,80183.51,7.1046,7.806,8,4,2,LLC,5,27.1,1,1,74634.85,74136.39,TX,0
850,839216.59,714732.03,236220,3,1,0,27,10.2,280239.09,10.1674,10.6486,8,2,3,LLC,2,47.1,0,1,154714.24,146322.02,FL,0
671,490862.38,508829.76,621111,3,1,0,3,11.3,155885.04,14.8082,15.4448,7,2,2,LLC,5,51,0,3,90684.21,83524.1,OH,1
647,1366196.94,1332714.21,236220,2,3,0,14,14.9,176200.66,11.4794,11.775,1,5,4,LLC,2,4.9,1,0,117928.75,105495.5,CA,0
627,777347.39,773181.84,238210,2,2,1,16,0.5,312281.28,10.0564,10.5212,8,4,5,Sole Proprietor,1,10.5,0,0,216475.67,221565.77,IL,0
602,416932.17,518130.94,531210,4,5,0,0,3.5,135968.14,15.6506,17.0648,4,4,9,Partnership,7,30.3,2,1,61682.93,55860.33,WA,1
626,618017.56,728501.95,621111,5,4,1,24,14.3,62786.76,5.9831,5.4796,8,5,9,Partnership,3,21.5,0,0,47903.3,42621.42,OH,0
671,586854.28,676639.9,484110,3,1,0,14,10.4,173767.47,7.0842,7.4706,7,2,6,Sole Proprietor,5,35.4,0,0,93579.88,92958.79,FL,0
515,464530.56,418603.8,484110,2,4,1,14,8.4,227883.14,9.3942,9.3984,2,4,6,Partnership,2,39,2,1,195870.2,168763.77,NC,1
685,2869439.96,3131875.1,541511,1,1,1,23,13.2,233748.8,5.665,5.1445,4,3,4,LLC,2,23.4,0,1,188169.94,195976.5,NC,0
742,853792.29,1053267.87,238210,1,3,0,18,6.4,240586.37,10.9051,12.1615,6,1,1,Partnership,2,16.8,2,2,147014.95,141931.27,NY,0
600,1459417.37,1629280.43,238210,1,3,0,13,16.9,68982.23,6.2993,6.3331,4,2,3,LLC,5,50.1,0,1,62614.74,56616.15,AZ,0
520,643418,769357.52,445110,3,5,1,9,4.5,167761.76,8.8249,9.0676,1,6,3,Sole Proprietor,5,10.6,0,0,78836.08,78015.14,GA,1
620,314617.27,292911.49,238210,4,3,0,8,9.7,64373.18,17.5481,19.9737,6,4,6,Partnership,5,31.8,0,0,33430.75,30311.8,NY,1
706,785058.57,759139.34,722511,3,1,1,5,23.8,81166.1,3.5,3.4177,4,4,7,LLC,3,24.4,0,1,46156.39,46484.22,FL,0
575,454921.85,479485.62,621111,6,2,0,0,10.1,258689.14,13.0186,13.7091,2,5,7,Corp,7,32.7,2,1,223180.03,209813.32,OH,1
791,707938.12,849394,238210,1,2,0,6,9.1,154962.67,9.4063,9.7307,8,2,9,Partnership,2,32.1,2,1,89431.22,79435.18,WA,0
561,252365.87,257587.8,236220,5,2,1,2,0.5,159607.2,12.3809,11.172,5,6,6,LLC,8,43.3,0,1,117204.34,106529.86,GA,1
626,297219.6,268890.84,541511,5,4,0,15,0.5,249053.67,20.7018,20.4967,8,5,8,Partnership,6,39.4,2,1,191507.2,185565.11,WA,1
542,605269.67,642471.37,621111,4,5,1,0,9.5,93071.49,8.2415,7.5654,6,3,5,Partnership,8,11.8,1,5,65112.55,63415.97,IL,1
681,1103990.66,979265.35,238210,6,1,0,32,13.7,118429.44,6.7159,6.5667,6,2,3,Sole Proprietor,4,48.6,0,1,55480.51,50073.16,CA,0
728,1251685.6,1553089.61,621111,4,5,1,21,10.2,96393.06,11.9553,13.2052,6,6,7,LLC,4,7.4,0,1,66200.41,64916.63,AZ,0
637,401745.49,392440.78,445110,4,4,1,21,8.9,364407.42,6.9255,7.6174,8,4,9,Corp,2,18,0,3,195590.35,192744.39,GA,0
659,1709366.38,1867266.7,445110,2,4,1,0,6.8,209353.66,13.3294,12.3783,7,1,6,Partnership,6,32.4,1,1,160816.8,138249.21,AZ,1
755,1213664.04,1051895.11,722511,2,5,1,16,8.9,103349.04,11.5898,10.5442,4,1,1,Corp,5,27.9,2,0,95933.24,100489.13,FL,0
604,596763.14,711196.72,238210,1,2,0,5,7.2,212332.07,16.3362,18.7842,6,4,1,Sole Proprietor,7,45.2,0,1,167053.71,157239.22,TX,1
751,1911520.2,1852183.76,722511,4,4,1,34,14.7,131786.45,7.964,8.9411,3,3,4,LLC,3,20,1,0,111941.85,101643.13,FL,0
500,1235153.39,1221981.67,484110,5,2,0,18,6,109714.95,11.3031,11.638,7,3,9,Partnership,4,34.7,2,1,52957.71,48664.42,OH,1
707,844780.9,752271.89,722511,1,1,0,27,2.7,325327.62,13.2209,14.2349,1,4,9,Corp,5,33.7,0,1,261954.58,255953.44,FL,0
641,788546.39,898907.74,484110,1,3,1,13,18.4,253967.78,5.8179,5.6998,5,2,7,Sole Proprietor,6,15.4,0,0,200533.4,180742.46,NC,0
669,527589.65,630705.4,541511,1,3,0,12,23.9,134566.87,8.7889,10.0343,8,5,1,Partnership,3,23.3,0,0,90313.36,87325.64,FL,0
650,1869568.64,2175387.83,484110,5,3,0,27,8.3,274424.39,3.5,3.5894,2,5,5,LLC,6,33.9,1,1,171260.92,168680.71,CA,0
599,1060770.08,934200.8,531210,3,4,1,16,21.7,284222.03,5.9204,6.7965,2,4,6,Partnership,2,13,2,2,215085.5,202135.25,FL,0
608,623203.66,635200.07,238210,3,4,1,8,7.1,185021.1,16.6378,15.7157,1,2,8,LLC,9,37.6,2,1,169396.7,159962.48,IL,1
641,1195525.89,1194262.38,722511,6,3,1,9,2.3,319970.9,14.8329,15.5689,4,2,8,Corp,6,14.5,3,3,169059.69,162529.42,IL,1
620,1067732.74,1006564.21,722511,6,1,1,8,14.4,282580.97,10.894,10.2924,4,3,6,LLC,4,47.3,1,2,128496.92,131701.58,NY,0
500,792240.3,886114.89,621111,3,4,0,0,12.2,330415.04,12.7521,13.9079,8,4,3,Sole Proprietor,7,21.1,0,0,163176.96,160170.04,FL,1
730,943389.18,1095811.99,484110,1,3,0,9,0.5,45323.66,18.2432,17.6128,5,2,9,Corp,5,39.3,1,0,33125.7,33123.43,WA,1
583,277951.33,325187.22,484110,2,3,1,1,15.9,128623.5,12.7632,12.4873,6,3,1,Corp,6,24.7,1,2,59446.28,59742.8,GA,1
640,1562539.59,1354513.58,722511,4,5,1,18,5.1,227052.98,7.9227,7.3002,6,4,8,Partnership,3,5.6,1,0,131239.29,123924.86,NY,0
510,608608.45,582476.03,236220,4,2,0,6,15.4,107094.3,9.551,8.7372,8,2,8,Corp,4,29.8,1,1,68312.61,63912.17,NY,1
667,1212526.18,1510043.45,238210,2,2,1,15,1.1,127631.44,9.4525,8.5976,1,1,1,Corp,4,27.5,0,0,76864.59,74017.34,OH,0
656,848750.35,1015502.77,541511,1,4,0,7,2.8,102195.59,13.0188,14.6296,5,2,6,Partnership,8,37.6,1,2,65656.19,55849.88,GA,1
803,951102.53,1149140.8,484110,5,1,0,10,12.4,163125.26,10.3798,9.7378,5,3,9,Partnership,8,18.8,0,1,129369.2,110561.33,NC,0
559,1048551.2,1072674.41,621111,2,4,1,3,8.8,121052.56,15.3319,16.7572,7,4,4,Partnership,6,36.8,0,2,71191.46,74245.84,NC,1
570,400804.28,394612.83,621111,1,3,1,12,6,230245.03,13.8874,13.3595,1,5,9,LLC,7,24,2,3,193024.62,169782.4,WA,1
514,382529.41,464323.74,445110,4,1,0,0,5.7,138075.17,11.1531,12.1225,4,1,9,LLC,5,38.3,2,3,103345.64,104079.46,NY,1
617,321373.38,329524.32,621111,2,3,0,16,3.8,116316.5,3.5,3.6484,6,5,2,Partnership,4,27.3,3,1,81518.2,77503.53,WA,1
529,842509.71,882973.72,531210,2,1,1,2,9.3,183060.98,16.1718,17.4754,6,3,9,Corp,5,36,0,1,148108,130110.04,IL,1
717,2831985.55,3064380.29,722511,6,1,1,15,5,545008.98,7.9664,7.8933,4,4,8,Sole Proprietor,3,21.7,0,0,334195.55,324742.97,CA,0
599,1806156.28,1856060.74,445110,1,2,1,13,16,113891.28,11.7813,11.1325,3,2,1,Sole Proprietor,5,16.1,1,0,100376.38,97014.34,NY,0
570,398536.37,492840.23,445110,2,4,1,34,16.4,87168.42,9.7842,9.8418,2,2,5,Partnership,6,8.6,0,0,56916.53,55107.87,WA,0
721,1614852.97,2006979.65,531210,1,5,0,14,6.3,100536.44,6.929,6.6753,5,4,8,Partnership,1,27,2,1,92763.13,95707.42,TX,0
699,1310651.14,1614167.31,531210,1,3,1,12,16.9,79780.09,9.5575,10.9158,6,5,3,Partnership,2,41.2,0,1,38724.77,38380.74,OH,0
542,457960.45,482469.24,236220,5,3,1,8,15.1,88913.99,17.3401,19.3103,3,2,1,Sole Proprietor,6,5.9,1,2,69144.27,69600.8,TX,1
618,1388624.36,1687757.73,541511,5,5,1,13,7.3,135219.27,7.9188,8.2638,1,6,2,LLC,6,33,2,2,66654.36,58765.82,FL,1
674,620840.74,745172.3,445110,5,2,1,6,9.9,352976.57,14.4155,15.4146,4,4,3,Corp,5,1,0,2,206552.22,207302.09,AZ,0
605,342663.06,365827.84,541511,4,2,0,12,15.9,182319.79,8.3546,9.0675,1,2,2,Partnership,2,37.8,1,0,99681.75,102506.34,FL,0
650,1571096.9,1948342.98,621111,5,3,1,12,2.8,159086.18,13.1484,13.2443,4,4,2,Partnership,2,19.7,1,2,96397.2,94034.86,GA,0
752,1003023.44,917848.22,445110,1,5,1,2,13.3,161294.98,7.3411,7.5998,3,2,8,LLC,2,5,0,2,102201.22,92449.79,AZ,0
534,530748.53,540016.69,541511,5,1,1,7,0.5,89987.04,11.6089,12.0768,7,1,4,Sole Proprietor,3,26.6,4,1,42719.51,41451.24,NY,1
572,780657.79,949230.64,445110,2,2,1,11,0.5,118456.04,21.4758,24.0393,5,6,7,LLC,6,6,1,3,79482.65,75064.01,CA,1
610,1202101.96,1334125.11,445110,1,1,0,13,10.9,57700.79,5.5147,5.542,6,1,6,LLC,5,34.5,0,3,53617.82,48333.21,CA,1
547,662201.06,776408.89,236220,4,4,0,8,8,138269.81,8.7005,9.562,7,3,1,Partnership,6,7.1,1,1,64611.53,58475.12,OH,1
677,528340.94,576942.81,541511,6,1,0,18,6,61002.08,9.4552,9.551,6,3,2,Sole Proprietor,5,22.4,1,0,36509.37,31551.55,OH,0
694,578223.21,661418.77,445110,6,5,1,17,2.2,171124.51,14.0945,15.5347,5,1,7,Corp,9,24.5,0,3,142358.73,141740.86,NC,1
609,383423.33,340105.54,621111,4,1,1,9,18.3,84988.32,10.0548,10.8742,5,4,4,LLC,3,25.7,3,3,63039.81,66083.35,CA,1
605,4526943,5582865.19,445110,2,4,1,17,11.7,186693,4.7804,5.2602,7,3,8,Corp,4,8.1,0,1,86304.06,73361.73,GA,0
662,905134.7,1130570.93,531210,2,2,1,20,5.6,117159.61,3.5,3.7397,4,5,5,Sole Proprietor,5,25.8,1,2,56728.83,52927.08,CA,0
650,1828032.25,2159301.24,531210,1,2,1,19,16.9,190177.6,11.418,12.2747,6,5,3,Corp,4,13.6,0,0,115201.12,118296.34,TX,0
548,1028275.48,1068533.15,445110,6,2,1,10,0.5,216708.27,10.3594,11.7275,1,1,5,Sole Proprietor,5,1,0,2,127698.14,124923.59,NC,1
658,561160.4,693500.25,484110,3,5,0,6,9.9,123423.67,15.0887,13.895,1,2,4,Partnership,9,3.5,1,1,83534.01,80139.41,NY,1
585,1772189.1,2189657.93,484110,1,4,1,9,5.2,204673.18,14.4318,13.8845,5,2,7,Corp,3,25.3,2,1,110887.99,110891.35,WA,1
575,2037247.8,2512843.54,541511,2,1,1,25,3.5,112983.52,7.3037,7.9866,6,1,3,LLC,4,33.5,0,0,65113.35,67081.23,FL,0
573,376457.37,361719.86,531210,3,4,0,0,5.3,130943.95,8.3413,9.3188,1,5,6,Sole Proprietor,3,22.8,0,0,109705.06,108499.7,NY,1
693,571893.89,662577.13,484110,5,1,1,17,12.5,118645.41,10.5045,10.6868,3,2,4,LLC,2,24.8,0,0,92886.37,90730.02,NC,0
772,1275235.33,1496125.69,238210,4,3,0,27,8.9,253431.09,7.0197,6.8487,4,5,4,Corp,5,15.9,0,1,231275.83,218245.08,WA,0
714,697763.66,599400.56,621111,2,2,1,6,3.1,227928.46,9.6166,9.0319,5,3,6,LLC,5,33.4,1,1,194024.96,180451.23,FL,1
680,4014482.92,3420687.72,484110,2,5,1,12,21.1,155654.59,9.3524,9.2124,2,4,9,Sole Proprietor,3,31.4,1,1,123129.35,117264.98,CA,0
625,291714.11,353116.05,238210,5,1,1,5,6.8,282376.44,10.3171,11.0964,1,3,9,LLC,9,49.2,0,2,163779.09,165592.77,FL,1
543,886347.33,753439.52,238210,2,4,1,8,8.4,181873.98,8.0348,8.8811,4,5,6,LLC,8,9.9,2,1,98232.63,92092.9,OH,1
618,1837592.84,2057066.14,541511,2,5,1,25,18.2,94399.4,7.2783,8.0039,6,5,5,Sole Proprietor,1,35.7,1,0,43517.54,44928.28,CA,0
560,433314.84,383046.1,531210,5,2,1,0,13.6,295541.65,12.6586,13.8584,2,2,7,LLC,6,30.4,1,3,219247.91,219934.5,TX,1
698,861281.22,964661.29,621111,5,3,0,23,17.8,243116.59,4.5917,4.1961,8,2,5,Corp,4,13.3,1,2,143018.6,142269.5,NC,0
676,910068.27,996314.46,238210,3,5,0,12,18,130301.92,12.9381,13.7448,2,3,7,Corp,3,26.9,0,0,67187.17,68580.63,WA,0
602,1742540.26,1763840.92,722511,1,4,1,19,10.5,170901.37,3.5,3.6269,3,4,5,Corp,6,18.3,0,0,107707.26,111211.04,IL,0
599,1235911.56,1319730.3,621111,3,3,1,16,11.4,114670.66,16.6567,16.3823,6,5,3,Corp,6,16.5,0,2,77055.41,79920.91,OH,1
708,1262184.33,1135575,445110,3,5,0,25,14.5,121280.74,8.4884,9.6749,2,2,4,Sole Proprietor,2,24,0,2,74580.36,65487.46,CA,0
517,240950.25,285393,541511,3,1,1,13,6.4,82805.34,6.4565,6.8476,8,5,8,LLC,7,33.1,1,2,43114.18,39798.1,NY,1
611,2930312.02,3301296.65,531210,5,4,0,34,8.8,214949.66,15.0545,14.1608,7,5,2,Partnership,2,36.1,0,1,188130.33,174293.55,TX,0
688,1765792.95,1608331.84,722511,3,1,1,9,0.5,219699.32,6.5227,7.1014,1,2,3,Partnership,3,16.1,0,2,134214.03,133512.9,TX,0
641,804992.08,705551.1,484110,3,4,0,18,18.3,180140.47,6.7602,6.913,2,5,3,Partnership,4,22.3,1,0,130065.72,113219.08,NC,0
